Word,ABBR,pronunciation,Meaning
منع ,ا,مَ,نه کَرَۇݩ- کي جن کوي نه کَرَۇݩ- کوي ښه نه اۉتَۇݩ.   
منعقد ,ص- فا,مُ- عَ- قِ, ترڙشته- ترڙله- مېله گرۉݩټ کوڙݩسته. | مېله گرۉݩټ melə grũṭ – عهد وپیمان.
منعکس ,ص- فا,مُ- عَ- کِ, اۉݩکۉݩ- کرکي شته -ڇاکرکي اڅۉݩ- دا که ڇا به اۉݩکۉݩ- ښه تَچاست.
منعم ,ص- فا,مُ- عِ, نعمت پْراله- روزي پْراله.
منعم ,ص- مف,مُ- عَ, نعمت پرَته سته- روزي پرَته سته.
منفجر ,ص- فا,مُ- فَ- جِ, اؤټلاݩۉݩ - ډؤس بۊسته- اپاݩ گوسته.
منفذ ,ا,مَ- فَ, ډؤس- دؤري- پۉݩت- اتراۉݩ ټاو.
منفرج ,ص- فا,مُ- فَ- رَ, اپې شته- ویشتي.
منفرد ,ص,مُ- فَ- رِ, پوڙکي- پوڙکېݩ.
منفصل ,ص- فا,مُ- فَ- صِ, زْگي شته-څني شته- ایتیک ایتیک بۊسته.
منفعت ,ا,مُ- فَ- عَ, اترڅله- نیگیښ- فایده. اي باښ به جمع مُنافِع او.
منفک ,ص,مُ- فَ- کّ, اپاݩ گوسته- زْگي شته -اۉتَواݩ گوسته.
منفور ,ص- مف,مَ, اږَکۉݩ سته- نه پَړَکۉݩ سته- سؤدؤ بۊسته.
منفی ,ص,مَ, اپیلوک کوڙݩ سته- بېرښې شته- سؤدؤ بۊسته- ټيکې شته-نَشاݩ گوسته.حساب به اېک عملیه دي او.
منقاد,ص,مُ, مېلو أگوچ نه لَسَله-تابع.
منقار ,ا,مِ, نَښۉ- کؤکؤ به نَښۉ- نینگڅاݩ به نَښۉ- کَو نینگڅاݩ به نَښۉ.
منقرض ,ص- فا,مُ- قَ- رِ, پؤس بۊسته- موڙسته- نَښټه سته- نشاݩ گوسته. کلښاݩ به اصطلاح که پَددرڙݩې گوسته-أپدې گوسته- تَچاست.
منقسم ,ص- فا,مُ- قَ- سِ, مَټي شته- مَټني کوڙݩ سته- مَټه مَټه که مَټي شته.
منقش ,ص- مف,مُ- نَ- قَّ, چېتر پا تيې شته- ږۉۋي شته.
منقضی ,ص- فا,مُ- قَ, پې گوسته-گوسته-تېر بۊسته- لَتري به گېړي پې گوسته.
منقطع ,ص- فا,مُ- قَ- طِ, څْني شته-ترۉکاݩ گوسته- ترۉکاݩ گوسته ږؤت. | ږؤتẓüt – ریسمان.
منقل ,ا,مَ- قَ, اڙݩ دَتۉݩ سته اېک لَتري به نام او.
منقوش ,ص- مف,مَ, چېتر اوده سته-چیترې شته- چېتر پا تيې شته.
منقول ,ص- مف,مَ, گوراسته- تَیي شته- تَچې شته- روایت بۊسته-گۉرگې بړۉݩ سته- سی لَتري ته اې ټاو به اؤرنگه ټاو ښه گۉرگې بَړۉݩ سته او.
منکر ,ص- فا,مُ- کِ, ډېن- ډېن باله-ډېن بۊسته- سی ته اېک کوي کټي ډېن بیاس.
منکر ,ص,مُ- کَ, ابره کوي-نا روا کوي- أکۍ نه تَۇݩسته کوي.
منکرشدن ,مص,مُ- کَ, ډېن بۉݩ-کوڙݩ سته کوي ښه ډېن بۉݩ-ایلته بیل نَۍ تَچۉݩ.
منکسر ,ص,مُ- کَ- سِ, ښپاݩ گوسته. منکسِر خط – ښپاݩ گو لڙݩ.
منکشف ,ص,مُ- کَ- شِ, نینگټي- وڙݩ آله-دینگ دینگ.
منکوحه ,ص- مف,مَ, نکاح کڙݩ شتي- نکاح بي مۊشي.
منکوس ,ص- مف,مَ, اشوېݩ- آش اۉ- اېݩ.
منگ ,ص,مَ,چېټه- بېړه-څیال أښېي گوسته.
منگ ,ا,مَ, کیټال- چایناک به کیټال- آو اؤښې چایناک به أکۊۋ نیشنه کیټال.
منگل ,ا,مَ, پښتون قوم به اېک څاو به نام او. سکه قوم پکتیا ولایت که جېݩتار اوده اوت.
مننژیت- میننجیت ,فر,مَ, سی دؤک ښه تَچاست ته تَشو به مۉشتو به پېل اپوسئ مۉل نیشاس. | پېل pel – غِشا یا پرده نازک گوشتی که به روی گوشت ویا میان بخش های مغز وجود دارد.منطقاً برای هرگونه پرده پېل گفته می توانیم.
منوال ,ا,مِ, وېښ- چار-داسته. مثلاً:  ايداسته- سکه داسته-سې داسته. 
منور ,ص,مُ- نَ- وَّ, ویاݩس- ویاݩس بۊسته- پَلکنه.
منهاج ,ا,مِ, تیر تیرې پۉݩت- ویاݩس وڙݩ گېاسته پۉݩت-ویاݩس پۉݩت.
منهدم ,ص,مُ- هَ- دِ, گوسته- أکۊۋی گوسته.
منهزم ,ص,مُ- هَ- زِ, ښپَکاݩ گوسته-مۉکي شته -ښپَکاݩ گو کټکي.
منهمک ,ص- فا,مُ- هَ- مِ,اېک کوي که پَمپَلي شته- کوي که ټݩټلي شته-کوي به دؤمڙ دامي شته.
منهی ,ص- مف,مَ- هِ- یّ, نه ایچېݩ تَچاݩ گوسته- شرع که منع بۊ سته. منهیات – تی کوي ته شرع که منع بۊسته اوت.
منی ,ا- ع,مَ- نِ, یې- یې تَچۉݩ- تَنؤ جیت وڙݩۉݩ- یې مي بَتۉݩ- جیت اۊله زڙݩۉݩ.
منی ,ا,مَ- یّ, سی آو ته مۊشي میلي پْروشټاو کوڙݩ ته اۉړتو به الاس چۉݩک که بېر اېاس. تَشو که وَشتوک وَشتوک جېݩته سته لَتري تیاست.
منیر ,ص- فا,مُ, ویاݩس پْراله سته- پَلکنه- چیچکَنه.
مو ,ا,, کېݩڅ- کېڅ. 
موات ,ص,مَ, موڙ سته- نه کڙݩ شته بؤم- ویداݩ بؤم.| ویداݩ widā̃- زمینی را گویند که تحت کشت وزرع آورده نشده باشد.
مواج ,ص,مَ, اؤتال-آو اؤتال- اؤتال تینه آو.
مواجه ,ص,مَ- جِ, مؤک مؤک- مؤک مؤکی .
مواجهه ,ا,مَ- جَ- هَ, مؤک مؤک بۉݩ- کۉݩ میلي مؤک مؤک بۉݩ.
مواخذه- مؤاخذه ,ا,مُ- خِ, کي جن که نيښټ پۉښټ ایچۉݩ-کي جن دَمي نیښټ پۉښټ ایچۉݩ.
مواد ,ا- ج,مَ, لَتري- ټؤک. اي باښ به مفرد ماده- وڙ.
مواد خام ,ص,مَ, تی ټؤک ته تول به – ی شال به أدوشت اېاست. تول به اتراڅلو ښه مواد خام زراعتي- شال به اتراڅلو ښه گي مواد خام حیواني- تَچاست.
مواد غذایی ,ص- ق,مَ- غِ, اون.
مواریث ,ج,مَ, میراث باښ به جمع او. میراث  سی ته اېي تتاݩ به زویزات ښه دَرېاس- اېي تتان به زويزات ښه دریشته.
موازات ,ا,مُ, مؤک مؤک بۉݩ - اِی ټَک.
موازنه ,ا,مُ- زَ, دؤ لَتري اِی ټَک ایچۉݩ- اِی ټَک که مْڙۉݩ.
موازی ,ص,مُ- زِ, مؤک مؤک- اِی ټَک.
مواسم ,ا- ج,مَ- سِ,وار. موسم باښ به جمع او. مثلاً:  بېرنېسئک وار- وَسۉݩت وار- شرېي وار- زڙݩ وار.
مواشی ,ا- ج,مَ, چَته کؤره- گا وَسېي.
مواصلت ,مص,مَ- صَ- لَ, اېکݩتۉݩ- ډَنگۉݩ- اېک سېک که ډَنگۉݩ- پْرېت-پْرېت ایچۉݩ.
مواظب ,ص- فا,مُ- ظِ, اېرڇَه-سی ته اې کوی که واسوۋ اچېݩ کرکېاس- واسوۋ اچېݩ ایچَله.
مواظب ,ص- فا,, -[مَ-ظِ] اېڇَه ایچَله- اچېݩ ایچَله.
مواظبت ,ا,مَ- ظِ- بَ, سَساری اېک کوي اچېݩ ایچۉݩ- ښَتنیکی کوي اچېݩ ایچۉݩ ښه تَچاست. | سَساری sasāre– همیشه- دایم.سَساری نؤشتره باښ او.
موافق ,ص,مُ- فِ, اېک بینَن اوده- ای پْرؤ بینَن اوده-ښݩټي- سَېِۉݩ.
موافقت- ابراز موافقت ,مص,مُ- فَ- قَ,ښېي اَیݩلَۇݩ-ښݩټي بۉݩ-سَېِۉݩ.
موالفت- مؤالفت ,مص,مَ- لَ- فَ, کۉݩ میلي پَړک پَړَک ایچۉݩ- اۉپاري-ښݩټي بار-یَره سَره بار.
موانع ,ا- ج,مَ- نِ, نه کروَله.مفرد گي مانع او.
موت ,ا,مَ, مَرݩ.
موتمر- مؤتمر ,ا,مُ, اېښېي بْن ټاو- کنفرانس.
موثر- مؤثر ,ا- فا,مُ- وَ- ثِ, اترکۉړَله- اۉکۉړَله- اترکۉړۉݩ- اۉکۉړۉݩ- اترچمۉݩ-تاثیر ایچَله.
موثق ,ص,مُ- وَ- ثَّ,ککړه کوڙݩ سته- زوپَر- پَتیان اوړیشته. | زوپَر zo par– اطمینان-با خاطر جمعی. | پَتیانpatiān - اعتماد- اعتبار- باور.
موثوق ,ص- مف,مَ, پَتیان اوړیشته-سی ته تَشو که پَیتان او.
موخر- مؤخر ,ا,مُ- وَ- خِ, پَتاري نَشته- کسؤ به پَتاري نَشته.
موج- موج آب ,ا,مَ, آو پَتال- آو به سی پَتال ته سی باس کۍ کس پا ناشي ته جیجلیکې ویساݩ گې نَدي کار پا سَلیاس.
موجب ,ص- فا,مَ- جِ, کس بي- سبب- باعث.
موجبه ,ا,مُ- جَ- بَ, سی اۊله ابره کوي ته منښ تشو میلي دوزخ که گېاس- سی اۊله بوسته کوي ته منښ تشو میلي منښ جنت که گېاس.
موجد ,ص- فا,مِ- جِ,گړَله- سَرزوَله- جؤکَوَله- نۉگېن سَرزوَله- یؤپَوَله.
موجز ,ص,مُ- جَ, تَوَره- تَوَره باښ- تَوَره کوڙݩسته باښ- تَوَرېشته مېله باښ.
موجود ,ص- مف,مَ, اوړيشته- وړیشته- گاړي شته. معدوم باښ به خلاف باښ وڙ.
موجودیت ,مص,مَ- دِ- یَ, اوړۉݩ- وڙۉݩ.
موجه ,ا,مَ- وَ- جَّ, مقام اوده- دار اوده-ښَچاو مېله باښ.
موحد ,ص,مُ- وَ- حِ- حّ, اېکه پَرَړله- اللّه (ج) زڙݩله - سی ته اېک اللّه ښه ایمان گوراسته او.
موحش ,ص,مُ- وَ- حِ, ویدۉݩ سته- ویدوَله سته.
مودب- مؤدب ,ا,مُ- دَ, ږَن اوده-ږَن ږَمه بۊسته- ږَن نام پْرته سته.
مودت ,ا,مُ- وَ- دَّ, اۉپاري ایچۉݩ- ښݩټي بار- یَره سَره بار.
مو در بدن راست شدن ,مص,مُ- ذَ- بَ, شیاݩ جیت تي ښېي کېݩڅ اؤتیۉݩ- ښېي کېݩڅ اؤتیۉݩ.
 موذن- مؤذن ,ا- فا,مُ- وَ- ذِ, اذان ایچَله- سی ته اذان ایچاس.
مو‌‌ذی ,ص- فا,مُ- ذِ,څؤک- څۉک څؤک ایچَله- کدچوَله سته.
مور ,ا,مُ, پیولیک.
مورچه ,ا,مُ- چَ, پیولیک.
مورخ ,صفا,مُ- وَ- رِ- رّ, تاریخ چیتروَله- سی ته تاریخ زڙݩاس.
مورخ ,ص- مف,مُ- وَ- رَّ, واس سؤمن-واس به سؤمن- سؤمه تَيي واس.
مورد ,ا,مَ- رِ,اۉݩ ټاو-اۉ اڅۉݩ ټاو-آو تاݩ کڙݩ پۉݩت.اي باښ به جمع موارد او.
مورد تمسخر شدن ,مص,مَ- رِ- تَ- خُ, کنۉݩ ټاو بۉݩ-وَڇاݩت بَرۊۋ بۉݩ.
موروث ,ص- مف,مَ- رُ, میراث دَریشته- سی مال ته موڙستو به دَري شته او.
موریانه ,ا,مُ, تْرَم- چیمو به تْرَم زیۉݩ.
موزون ,ص- مف,مَ, تۉلي شته- کاݩله سته- وزن اوده سته.
موزه ,ا,مُ- زَ, ربړ به أپا دَتۉݩ سته لَتري به نام وڙ. تَشو که آو نه اتر کۉړیاس.
موزیم ,انگ,مُ- یَ, سی دوشت پا تَېې ښه تَچاست ته سِېوۋ نؤشتاري اؤشتال به لَتري تَيي شته تیاست.
موزیسین ,انگ,مُ- سِ- یَ, واجکواج زڙݩله. | واجکواج wajkəwaj– موسیقی-ساز وسرود.
موزیک ,انگ,مُ, واجکواج.
موزیکال ,ص- انگ,مُ, واجکواج به- واجکواج میلي.
موسس- مؤسس ,ا- فا,مُ- وَ- سِ, پَد تَوَله - پَد درڙݩ تَوَله- نؤشت کۊۋ دَتله. مثلاً:  اتازه دېش به پَد میرزا تازه گل خان ۱۳۳۹ه ش وېل که تَيي شته او.
موسسه- مؤسسه ,ا- مف,مُ- سِ, پَد درڙݩ تَيي شته- اِداره- کس کوي ښه اېښېي بْن.
موسم,ا,مُ- سِ,وار. مثلاً:  بېرنېسئک وار- وَسۉݩت وار- شرېي وار- زڙݩ وار. ای کسؤ به گېړي ښه دي تَچاست.
موسم بهار ,ص- ق,مُ- سِ- بَ, وَستمیک وار-تری ماس وَستمیک:  (وېشنله-بي دوت-یاݩ گر) ماس ښه تَچاست.
موسم تابستان ,ص- ق,-  مُ- سِ-  بِ, وَسۉݩت وار- تری ماس وَسۉݩت: ( کڙ پرېلي- پوک- لېتر) ماس ښه تَچاست.
موسم خزان ,ص- ق,مُ- سِ- خَ, شَرېي وار- تری ماس شَرېي:  (اتاو-پوټ شاݩ-سرپوچ) ماس ښه تَچاست.
موسم زمستان ,ص- ق,مُ- سِ- مِ, زڙݩ وار- تری ماس زڙݩ:  (اۉرڼا-دې سؤچ-اؤشتؤم دؤم) ماس ښه تَچاست.
موسوم ,ص- مف,مَ- سُ, نام اوده- نام تَيي شته.
موسیچه ,ا,مُ- سِ, چېټه کرڙݩک- اېک وَشتوک گۉمۉ سته کرڙݩ ښه تَچاست.
موسیقی ,ا,مُ- سِ, واجکواج- الول – ی واجکواج به لَتري چَدَۇݩ.
موش ,ا,مُ, پۉسه.
موشک ,ا,مُ- شَ, ‌‌ډینډلیک- وشتوک پۉسه. ایران به مجبي راکت ښه تچاست.
موصوف ,ص- مف,مَ- صُ, ایشتَکې شته- ایشتَکاو اوده-نام کوڙݩ سته.
موصول ,ص- مف,مَ- صُ, چَک ښَچې شته-پې چَک ښَچې شته- اېک لَتري اېک اؤرنگه لَتري که پې چَک ښَچې شته.
موضع ,ا,مَ- ضِ, ټاو- تَۇݩ ټاو- کس تَۇݩ ټاو. اي باښ به جمع مَواضِع او.
 موضوع ,ص- مف,مَ, سی مېله ته تَشو که مېله مېله تیاست-مېله مېله تیۉݩ باښ.
موطن ,ا,مَ- طِ, گول- اۉپۉجن ټاو- اۉ پۉجي ټاو.
موظف ,ص,مُ- وَ- ظَّ, وظیفه اوده- کویدؤم ایچَله.
موعد ,ا,مَ- عِ, سؤمه تَېې گېړي-سؤمه تَېې واس- مېله گرۉݩټ ایچۉݩ گېړي- جیپ ایچۉݩ گېړي. | جیپ ایچۉݩ jip ičũ – وعده کردن- عهد و پیمان کردن-تعهد بستن.
موعظه ,ا,مَ- عِ,آݩت- پَرؤجَۇݩ. اي باښ به جمع مَواعِظ او.
موعود ,ص- مف,مَ- عُ, واس سؤمه پرته سته-وعده پرته سته- جیپ کوڙݩ سته.
موفق ,ص,مُ- وَ- فَّ, بړیشته-کټي بړیشته- أښېݩ تریشته-کامیاب. 
موقت ,ص,مُ- وَ- قَّ, سؤمه تَيي گېړي اېشت ښه- ای کیتي واس ښه- ای کیتیشت ښه.
موقر ,ص,مُ- وَ- قَّ, کؤشَله منښ-جَݩکۊۋ منښ. | جَݩکۊۋjãkÖv – با تجربه- روزگار دیده.
موقع,ا,مَ- قِ, کَپ-دَرکر- کَپ سته - کَپ دَپ- اۉسَلۉݩ ټاو- اۉ اڅۉݩ ټاو- کس مېله بۊ ټاو-واقع بۊ ټاو.| کَپ kap– فرصت- موقع-شانس یا چانس. | دَرکر darkar– موقع-چانس-فرصت.مثلاً:  اݩټله بي دَرکر نه وڙݩوېکې اۉناشي.
موقف ,ا,مَ- قِ, اؤتیۉݩ ټاو.
موقوف ,ص- مف,مَ- قُ, دامي شته- اۉتَيې شته.
موقوفه ,ص- مف,مَ- قُ- فَ, سی ملکیت ته تَشو به اترڅلو گرَم کوي- ښه پرېاست.
موکد- مؤکد ,ا- مف,مُ- وَ- کَ, پار پار تَچې شته-اراره کوڙݩسته- ککړه- چیک نه تیله. |اراره arārə– تأکید- تأکید کردن-به تکرار گفتن-بار بار گفتن.
مولف-  مؤلف ,ا- مف,مُ- وَ- لَّ, چیترېشته- تی مېله باښ ته کتاب که چیترېشته اوت. | مېله باښmelə bāṣ – جمله-جملات- مطلب.
مولف-  مؤلف ,ا- فا,مُ- وَ- لِ- لّ, چیتروَله- کتاب چیتروَله- ای کس چیتروَله.
موکب ,ا,مَ- کِ, پاڇا میلي گۉړو که نیشي کۍ گي کؤر چۉېن چؤوَله جن- ښه تَچاست.
موکت ,انگ,مُ- کِ, أگوچوۋ ایشترۉݩ سته لتري به نام او-مصنوعي سؤت میلي شؤوي شته اېک ایشترۉݩ سته لتري به نام او.
موکل ,ص- فا,مُ- وَ- کِ- لّ, وکیل دَمَله- کس کوي ښه وکیل دَمَله.
موکل ,ص- مف,مُ- وَ- کَّ, وکیل دامي شته- کس کوي پرَته سته.
موکول به اینده ,ص- مف,مَ- کُ, پَته تَۇݩ- پَته نَشۇݩ.
مولد ,ا- ص,مَ- لَ,اۉپۉجَن ټاو- اۉپۉجي ټاو- اۉپۉجي گېړي.
مولد ,ص- فا,مُ- لِ, أشا اِېلي- أشا اِېلي مۊشي.
مولد ,ص- مف,مُ- وَ- لَّ, اۉپۉجي شته-سی لتري ته اېک اؤرݩگه لتري که گړاݩ گوسته وڙ.
مولد ,ص- فا,مُ- وَ- لِ- لّ, سرزوله -گړله-جؤکوله-زېلي.
مؤلدېش ,ا,مُ- دِ, کلښؤم که اېک دېش به نام او. تَشو که اوشتیک نیشیک اوداݩ ښه چیمیا-چیما- تَچاست.
مولود ,ص- مف,مَ, اۉپۉجي شته- نۉگېݩ اۉپۉجي شته.
مولوی ,ص,مَ- لَ- وِ- یّ, مُلا-مُلا به.
مولی-  مولا,ا,مَ, مَلوَه- پَړَکۉݩ- څؤټې شته- لَوڙݩ-آزاد بۊ سته لَوڙݩ. اي باښ به جمع موالی-او. | څؤټَۇݩ cüṭəw̃– آزاد ساختن -رها کردن-نجات دادن. | څؤټَۉݩ cüṭũ– نجات یافتن- رها شدن-آزاد شدن.
مولانا ,ص,مَ, صاحب- آقا. 
موم ,ا,مُ, مېڇو به جۊۋ.موم لايي - ږݩشتره گؤ- ښه دي تَچاست.
مومن- مؤمن ,ص- فا,مُ- مِ, ایمان اوده.
مومیا ,ا,مُ- مِ, موڙسته مومیايی ایچۉݩ.
مونتاژ ,انگ,مُ, جؤکَۇݩ- کیتي لَتري اېک سېک میلي جؤکَۇݩ- اوي گۉرۉݩ- اوي گوسته.
مونث- مؤنث ,ص,مُ- وَ- نَّ, ایشترکي- مۊشي.
مونس ,ص- فا,مُ- نِ, پَړَکله- پَړَکي شته-مېله ښݩټي.
موهبت ,ا,مَ- هِ- بَ, پْرۉݩ-دوشت پېټ- سی ته کۉݩ پْرېاست. بخشش.
موهوم ,ص- مف,مَ- هُ, شَنگي شته- بَتي شته - سی ته تَشو ښه شَنگي شته او.
موید- مؤید ,ص- فا,, بوي تَچَله- تائید ایچَله.
موي رگ ,ص,مُ- رَ, نیکره لَۍښنگ-تې نیکره لۍ ښنگ ته ماچمتراݩ به آډ که اوت.
مویه ,ا,مُ- یَ, گرَه گرَه- بَرات- موڙسته جن ښه اوي نَشي اۉڙۇݩ.
مه ,ا,مِ- هْ,تَمرڙݩ- نیکره میار-میار به پْرؤسته دار سؤدار- سی دارسؤدار ته اۉښلي که پَتم بۉم که تَرݩت دؤم پْرؤسته وڙاݩ گېاس.
مه ,ا,مَ, ماس- ماه باښ به مخفف او.
مهاجر ,ص- فا,مُ- جِ,اوشتي چؤوَله- سی ته تَشو به اما- دېش که اوشتي اؤرنگه گولې گوسته او- اؤرنگه گولې گوسته.
مهاجرت ,ا,مُ- جَ- رَ, تَنؤ گول اۉتَۍ اؤرنگه گولې گې اتۉ اوشتیک نیشیک ایچۉݩ.
مهاجم ,ص- فا,مُ- جِ, اترپَلېله- اکني پې پَلېله -أپامې پېنېسله- سی ته أپامی کي جن که پې نېساس.
مهار ,ا,مِ, سی وَشتوک کرړي ښه تَچاست ته چَته کؤراݩ به نَسۉ که پۉنَشي دام دَتاو گۉری گېاست.
مهارت ,ا,مَ- رَ, کَرَه بار- کوي به کَرَه- کس کوي که کَرَه- اېښ وېښ که کَرَه-دوشت سَرکله. | دوشت سَرکۉݩ – توانستن- مهارت داشتن-ممارست داشتن.
مهبل ,ا,مَ- بِ, گروپ- موشیݩ به آډ که اوړي گروپ-تنمنه گړاݩ گېاست ټاو.
مهتاب ,ا,مَ,ماس- ماس به ویاݩس.
مهتر ,ص,مِ- تَ, دۊښټۊک- قوم به دۊښټۊک.
مهتر ,ا- ص,مِ- تَ, گۉړه سَمَټله.
مهجور ,ص- مف,مَ- هْ, زْگاݩ گوسته- سؤدؤ دَریشته.
مهد ,ا,مَ- هْ,تنمنه تَوي اَيݩلَۇݩ سته لتري به نام وڙ- گهواره.
مهدی,ص- مف,مَ- دِ- یّ, هدایت بۊسته- سی ته اللّه تَشو ښه حق کڙݩ هدایت کوڙݩ سته او.
مهذب ,ص- مف,مُ- هَ- ذَّ, اېډَه کؤډَه بار که ڇتَه- عیب که ڇتَه بۊسته- بوسته ږَن اوده. | ږَن ẓan – اخلاق-تربیه- روش. | اېډَه کؤډَه بار eḍə küḍə bār- معیوبیت- ناقص الاعضا.
مهر ,ا,مِ- هْ, پَړَک-اۉپاري.
مهر ,ا,مِ- هْ, سُوي.سُوي به دې(رب النوع) به نام وڙ.
مهر ,ا,م مَ- هْ, مال- مال پْرېک- ایشترڙ ایچۉݩ به مال پْرېک.
مهر ,ا,مُ- هْ, سی مُهر ته اېک اِداره کاغذ که پا تیاس.
مهر افزا ,ص- فا,مِ, پَړَک وَشَمه ایچَله- سی ته پَړَک ږڙ ایچاس.
مهرالمثل ,ا,مَ- رُ- مِ,سی مهر ښه تَچاست ته نکاح گېړي میلي نیښټ نه تیاس پَتم اؤرنگه مؤشیݩ به مهر اېڇه مَېِکوۋ څنیاست.
مهرالمسمی-  مهرالمسما ,ا,-  مَ- رُ- سَ, سی مهر ښه تَچاست ته نکاح گېړي میلي مؤشي ښه څني شته تیڙ.
مهربان ,ص,مِ- رْ, شۉکته- زو دېوَله سته. | شۉکته šuktə – مهربان- دلسوز- نرم دِل.
مهربانی ,ق,مِ- رْ, شۉکته بار-زو دِېۇݩ.
مهرگان ,ا,مِ- رْ, شَرېي ډۉل- آریايي مجبیݩ به شَرېي وار ډۉل سۉل به نام او. نؤشت کلښاݩ به دِي أکلَه شَرېي که ډۉل سۉل تیاسئ. | ډۉل سۉلḍul sul – جشنِ ضیافت دهی ها-مراسم ضیافت دهی عنعنوي. | أکلَه aklə– ناوقت- دېر- دیرگاهی- اواخر- اخرها.
مهره ,ا,مُ, مڙک-مڙک پول-ډَکه اټي به پول پول شَکړو ښه دي تَچاست.
مهره گردن ,ص,مُ- رَ- گ, مْڙک-أگله دَتۉݩ مڙک- مۊشي أگله دَتیاست مْڙک.
مه سیما ,ص- مو,مَ- سِ,ماس پْرؤ کشیري- ماس پْرؤ گڙ اودي.
مهشید ,ا,مَ- شِ, ماس- ماس ویاݩس.
مهک ,مص,مَ- هْ, ڇۉۇݩ-ږکي ږکي که ڇۉۇݩ.
مهلت ,ا,مُ- لَ, گېړي پْرۉݩ- وېچ پېچ که گېړي پْرۉݩ-دني وېچۉݩ پته تۇݩ.
مهلک ,ص- فا,مُ- لِ, مېوَله- ږݩله-پؤسوَله.
مهلکه ,ا,مَ- لَ- کَ, مَرݩ ټاو- پؤسوار ټاو.
مهم,ص,مُ- هِ, پَۍلسئ- امتره- گاݩله کوي- اۊله کوي-سی ته تَشو که اچېݩ تیاس. | پۍلسئ pai lasị– مهم- برازنده- بااهمیت. |امتره amtrə– مهم- بسیار. مثلاً: امتره اۊله کوي اوړي؛ یعنی کار مهم بود.
مهمان ,ص,مِ- هْ," ویدیشا (مذ)- ویدیشېي (مو)- سی ته اؤرنگاݩ به اما گو ته اما اوده تَشو وَروۋ نیشېاس. | وَروۋ warov,warow– بالاسر- بالا جای."
مهمانخانه ,ا- ص,مِ- نْ," ویديشه اما-ویدیشا اما- ویدیشاݩ ښه اما- میمان اما.کلښه نؤشت ویدیشا پراله منښ به اما ښه میمان اما تَچې شته اوت. | ویدیشه اما-ویدیشا اماwidišə amā, widišā amā – مهمانخانه-هوتل- رستوانت."
مهماندار ,ص,مِ- نْ, ویدیشا اوده.
مهمانسرا,ا,مِ- نْ- سَ,ویدیشه اما- ویدیشا اما-میمان اما-ویدیشاݩ ښه اما. | میمان maimān– این کلمه اصلاً کلمه مغلی مهمان بوده؛ به گونه تحریف شده به زبان کلښه داخل شده است.
مهمان نواز ,ص- فا,مِ- نَ, ویدیشاݩ پَرړَله- ویدیشاݩ ښه پَړَک اوده.
مهمانی ,ق,مِ, ویدیشه بار-ویدیشا پْرۉݩ .کلښاݩ به چاک پاک که ډۉل سۉل ښه تچاست.
مهمل ,ص,مُ- مَ, ادرېݩ اۉتَيي شته- ادرېݩ مېله- کټي نَشۉݩ مېله.
مهمند- مومند ,ا,مُ- مَ, پښتون قوم به اېک څاو به نام او. تي پاکستان – ی افغانستان که اوشتیک نیشیک اوده اوت.
مهندس ,ا- ص,مُ- هَ- دِ, مېڅېن ایچَله- سی جن ته تَشو اما اوي نَشۉݩ که- سرک پې نَشۉݩ که- کې کس اؤرنگه کویدؤم که پۍنَشته سباک کوڙݩسته او.
مهوار- ماهوار ,ا,مَ, ماس به- ماس که.
مهوار - ماهوار ,ص,مَ, ماس پْرؤ.
مهوش- ماه وش ,ص- مو,مَ,ماس پْرؤ- ماس به پْرؤ-ماس به پرؤشتي.
مهیا ,ص,مُ- هَ- یّ, اوړي شته- أدوشت اوړي شته. 
مهیب ,ص,مَ, ویدۉݩسته-سی ته ویدۉݩسته او.
مهیل ,ص,مَ, ویدۉݩ ټاو- سی ټاو ته سِېوۋ ښه ویدیاست.
می ,ا,مَ, شؤت- ڇتَه شؤت- زور پْڙݩ شؤت- مېچه پْڙݩ شؤت. | زور پْڙݩ zor př̃– شراب آمیخته با شیر. | مېچه پْڙݩ mec̣ə př̃- شراب آمېخته با عسل. در نورستان قبل از اسلام برعلاوه شراب عادی - این دو نوع شراب یاد شده را معمولاً بزرگان معزز درمراسم خوشی و جشن ها می نوشیدند.
میان ,ا,مِ- نْ, مَېوۋ- کسؤ به مَېوۋ- ډَکو ښه دي تَچاست.
میان بستن ,مص,مِ- بَ, ډَکه ترڙۉݩ.
میانجی ,ا,مِ- نْ,مۊشېي- دؤ جن به مېله أکي نَشَله- دؤ جن سَرزوَله. | مۊشېي möšei– جرگه-جرگه میان دونفر.
میانگین ,ص,مِ- نْ, مَېوۋ- مېکوۋ- کسؤ به مَېوۋ- وسط.
میانه ,ا,مِ, مَېوۋ- سی ته کس لَتري به مَېوۋ او.
میانه رو ,ص- فا,مِ- رَ, سی جن ته کناسته کوي که نه وَشَمه سنیاس نه گي پَته دَریاس.
میانه روز ,ص- ق,مِ, دؤ بَربَر گرَش. | دؤ بَربَر dü bar bar– وسط-نصف- میان-میانه.
میانه سال ,ص,مِ, سَم گو سَم آ- نه لؤټ نه گي ډۊښټۊ.کلښه سکه داسته منښ ښه پَرجاݩت دي تَچاست.
میانه سال ,ص,مِ,وېل به مَېِوۋ-وېل به دؤ بَربَر.
می پرست ,ص- فا,مَ- پَ- رَ, شؤت کا- سی ته وَشَمه شؤت پیاس.
